HmN_000000100	EmuJ_001147800
HmN_000715200	EmuJ_000848100
HmN_000715300	EmuJ_000848200
HmN_000715400	EmuJ_000848300
HmN_000715600	EmuJ_000489200
HmN_000715700	EmuJ_000489200
HmN_000715800	EmuJ_000489100
HmN_000716000	EmuJ_000489000
HmN_000716100	EmuJ_000489000
HmN_000716300	EmuJ_000489000
HmN_000716500	EmuJ_000488900
HmN_000716600	EmuJ_000488800
HmN_000716700	EmuJ_000488700
HmN_000716800	EmuJ_000488600
HmN_000717100	EmuJ_000488300
HmN_000717200	EmuJ_000488200
HmN_000717300	EmuJ_000488100
HmN_000717900	EmuJ_000768200
HmN_000718200	EmuJ_000762300
HmN_000718300	EmuJ_000374500
HmN_000718400	EmuJ_000762200
HmN_000718500	EmuJ_000762100
HmN_000718600	EmuJ_000761900
HmN_000718700	EmuJ_000761700
HmN_000718800	EmuJ_000805500
HmN_000718900	EmuJ_000726600
HmN_000718900	EmuJ_000726900
HmN_000719000	EmuJ_000751400
HmN_000719100	EmuJ_000751500
HmN_000719200	EmuJ_000751600
HmN_000719300	EmuJ_000751800
HmN_000719400	EmuJ_000752000
HmN_000719500	EmuJ_000752100
HmN_000719600	EmuJ_000752200
HmN_000719700	EmuJ_000752300
HmN_000719800	EmuJ_000752400
HmN_000719900	EmuJ_000752600
HmN_000720300	EmuJ_000752900
HmN_000720400	EmuJ_000753000
HmN_000720500	EmuJ_000753100
HmN_000720600	EmuJ_000637000
HmN_000720700	EmuJ_000637200
HmN_000720800	EmuJ_000665400
HmN_000720900	EmuJ_000665200
HmN_000721000	EmuJ_000665100
HmN_000721100	EmuJ_000665000
HmN_000721200	EmuJ_000669200
HmN_000721300	EmuJ_000669100
HmN_000721400	EmuJ_000680300
HmN_000721400	EmuJ_000679300
HmN_000721500	EmuJ_000668800
HmN_000721700	EmuJ_000054400
HmN_000722000	EmuJ_000117600
HmN_000722100	EmuJ_000117500
HmN_000722200	EmuJ_000117400
HmN_000722300	EmuJ_000117200
HmN_000722400	EmuJ_000106200
HmN_000722500	EmuJ_000106300
HmN_000722700	EmuJ_000105700
HmN_000722800	EmuJ_000105500
HmN_000722900	EmuJ_000117900
HmN_000723000	EmuJ_000118000
HmN_000724800	EmuJ_000687900
HmN_000724900	EmuJ_000687800
HmN_000725000	EmuJ_000687700
HmN_000725200	EmuJ_000687600
HmN_000725300	EmuJ_000687500
HmN_000725400	EmuJ_000687400
HmN_000725500	EmuJ_000687300
HmN_000725600	EmuJ_000687200
HmN_000725700	EmuJ_000686900
HmN_000725800	EmuJ_000687000
HmN_000726000	EmuJ_000687100
HmN_000726100	EmuJ_000219300
HmN_000726200	EmuJ_000219100
HmN_000726200	EmuJ_000219200
HmN_000726300	EmuJ_000219000
HmN_000726400	EmuJ_000218900
HmN_000726500	EmuJ_000218800
HmN_000726700	EmuJ_000218700
HmN_000726800	EmuJ_000218500
HmN_000726900	EmuJ_000218300
HmN_000727000	EmuJ_000218200
HmN_000727100	EmuJ_000217900
HmN_000727300	EmuJ_000217600
HmN_000727400	EmuJ_000217500
HmN_000727500	EmuJ_000314500
HmN_000727600	EmuJ_000217400
HmN_000728000	EmuJ_000191300
HmN_000728300	EmuJ_000201000
HmN_000728500	EmuJ_000441900
HmN_000728600	EmuJ_000441800
HmN_000728700	EmuJ_000441500
HmN_000728800	EmuJ_000441300
HmN_000728900	EmuJ_000441200
HmN_000729000	EmuJ_000441100
HmN_000729100	EmuJ_000441000
HmN_000729200	EmuJ_000440900
HmN_000729400	EmuJ_000440700
HmN_000729500	EmuJ_000440600
HmN_000729600	EmuJ_001033100
HmN_000729700	EmuJ_000440500
HmN_000729800	EmuJ_000440400
HmN_000729900	EmuJ_000440300
HmN_000730000	EmuJ_000440100
HmN_000730100	EmuJ_000440000
HmN_000730200	EmuJ_000439900
HmN_000730300	EmuJ_000439800
HmN_000730400	EmuJ_000439700
HmN_000730400	EmuJ_000440200
HmN_000730500	EmuJ_000439600
HmN_000730600	EmuJ_000439500
HmN_000730700	EmuJ_000439400
HmN_000730800	EmuJ_000439200
HmN_000731900	EmuJ_000053900
HmN_000732000	EmuJ_000053700
HmN_000732000	EmuJ_000053800
HmN_000732100	EmuJ_000053700
HmN_000732100	EmuJ_000053800
HmN_000732200	EmuJ_000053600
HmN_000732500	EmuJ_000053500
HmN_000732800	EmuJ_000066600
HmN_000732900	EmuJ_000066400
HmN_000733000	EmuJ_000066300
HmN_000733300	EmuJ_000742600
HmN_000733400	EmuJ_000742700
HmN_000733500	EmuJ_000742100
HmN_000733800	EmuJ_000393250
HmN_000733900	EmuJ_000393200
HmN_000734000	EmuJ_000393100
HmN_000734100	EmuJ_000393000
HmN_000734200	EmuJ_000392900
HmN_000734300	EmuJ_000392800
HmN_000734400	EmuJ_000392700
HmN_000734500	EmuJ_000392600
HmN_000734800	EmuJ_000389000
HmN_000735000	EmuJ_000389600
HmN_000735100	EmuJ_000389700
HmN_000735200	EmuJ_000389900
HmN_000735400	EmuJ_000389500
HmN_000735500	EmuJ_000389400
HmN_000735600	EmuJ_000389300
HmN_000736000	EmuJ_000142800
HmN_000736000	EmuJ_000141800
HmN_000736400	EmuJ_000769500
HmN_000736700	EmuJ_000769800
HmN_000736800	EmuJ_000770100
HmN_000736900	EmuJ_000769900
HmN_000737100	EmuJ_000770300
HmN_000737200	EmuJ_000770400
HmN_000737300	EmuJ_000770500
HmN_000737400	EmuJ_000770600
HmN_000737700	EmuJ_000770700
HmN_000737800	EmuJ_000129100
HmN_000737900	EmuJ_000129200
HmN_000738000	EmuJ_000129400
HmN_000738100	EmuJ_000129500
HmN_000738200	EmuJ_000129600
HmN_000738700	EmuJ_000129900
HmN_000738700	EmuJ_000130000
HmN_000738700	EmuJ_000130100
HmN_000738800	EmuJ_001089400
HmN_000738800	EmuJ_001089300
HmN_000739300	EmuJ_001098100
HmN_000739400	EmuJ_000733700
HmN_000739500	EmuJ_000733600
HmN_000739900	EmuJ_000768400
HmN_000740000	EmuJ_000768500
HmN_000740700	EmuJ_000977600
HmN_000740900	EmuJ_000977700
HmN_000741000	EmuJ_000977900
HmN_000741100	EmuJ_000978100
HmN_000741200	EmuJ_000978200
HmN_000741300	EmuJ_000978300
HmN_000741400	EmuJ_000978400
HmN_000741500	EmuJ_000978600
HmN_000741600	EmuJ_000978700
HmN_000741700	EmuJ_000978800
HmN_000742300	EmuJ_000487400
HmN_000742400	EmuJ_000487600
HmN_000742500	EmuJ_000487500
HmN_000742700	EmuJ_000701500
HmN_000742800	EmuJ_000701600
HmN_000743000	EmuJ_000701800
HmN_000743500	EmuJ_000702250
HmN_000743700	EmuJ_000702300
HmN_000743800	EmuJ_000702400
HmN_000743900	EmuJ_000702600
HmN_000744000	EmuJ_000702700
HmN_000744100	EmuJ_000702900
HmN_000744300	EmuJ_000703200
HmN_000744800	EmuJ_000915100
HmN_000745000	EmuJ_000915200
HmN_000745100	EmuJ_000915300
HmN_000745200	EmuJ_000915400
HmN_000745300	EmuJ_000915600
HmN_000745400	EmuJ_000915700
HmN_000745500	EmuJ_000915800
HmN_000745600	EmuJ_000916000
HmN_000745700	EmuJ_000916100
HmN_000745800	EmuJ_000916200
HmN_000745900	EmuJ_000916300
HmN_000746100	EmuJ_001180600
HmN_000746200	EmuJ_001180500
HmN_000746300	EmuJ_001180400
HmN_000746400	EmuJ_001180300
HmN_000746600	EmuJ_001180200
HmN_000746900	EmuJ_001179900
HmN_000747000	EmuJ_001179800
HmN_000747100	EmuJ_001179500
HmN_000747200	EmuJ_001179600
HmN_000747500	EmuJ_001179400
HmN_000747600	EmuJ_001179300
HmN_000747700	EmuJ_001179100
HmN_000747900	EmuJ_000247400
HmN_000748000	EmuJ_000247600
HmN_000748100	EmuJ_000247700
HmN_000748500	EmuJ_000250200
HmN_000748600	EmuJ_000250100
HmN_000748700	EmuJ_000250000
HmN_000748800	EmuJ_000249900
HmN_000748900	EmuJ_000249800
HmN_000749100	EmuJ_000249700
HmN_000749400	EmuJ_000249400
HmN_000749600	EmuJ_000249300
HmN_000749700	EmuJ_000249200
HmN_000749800	EmuJ_000249100
HmN_000749900	EmuJ_000249000
HmN_000750000	EmuJ_000249050
HmN_000750100	EmuJ_000413400
HmN_000750200	EmuJ_000696600
HmN_000750400	EmuJ_000697300
HmN_000750500	EmuJ_000697200
HmN_000751000	EmuJ_000059500
HmN_000751100	EmuJ_000059400
HmN_000751200	EmuJ_000059300
HmN_000751400	EmuJ_000059200
HmN_000751600	EmuJ_000059100
HmN_000751700	EmuJ_000058900
HmN_000751900	EmuJ_000686500
HmN_000752200	EmuJ_000686600
HmN_000752300	EmuJ_000686700
HmN_000752400	EmuJ_000863200
HmN_000752500	EmuJ_000863100
HmN_000752600	EmuJ_000863000
HmN_000752700	EmuJ_000862900
HmN_000752800	EmuJ_000862800
HmN_000752900	EmuJ_000862700
HmN_000753200	EmuJ_000862400
HmN_000753300	EmuJ_000862200
HmN_000753400	EmuJ_000862100
HmN_000753500	EmuJ_000861900
HmN_000753600	EmuJ_000861700
HmN_000753700	EmuJ_000861500
HmN_000753800	EmuJ_000861400
HmN_000753900	EmuJ_000150200
HmN_000754000	EmuJ_000150100
HmN_000754100	EmuJ_000150000
HmN_000754300	EmuJ_000149900
HmN_000755100	EmuJ_000149200
HmN_000755200	EmuJ_000149100
HmN_000755300	EmuJ_000149000
HmN_000755600	EmuJ_000947300
HmN_000755700	EmuJ_000949800
HmN_000755900	EmuJ_000950000
HmN_000756000	EmuJ_000950100
HmN_000756300	EmuJ_000950600
HmN_000756300	EmuJ_000950500
HmN_000756400	EmuJ_000950650
HmN_000756500	EmuJ_000988000
HmN_000756600	EmuJ_000988200
HmN_000756700	EmuJ_001080300
HmN_000756800	EmuJ_000988100
HmN_000756900	EmuJ_000988300
HmN_000757000	EmuJ_000988400
HmN_000757700	EmuJ_000449600
HmN_000757800	EmuJ_000449700
HmN_000758000	EmuJ_000449800
HmN_000758100	EmuJ_000449900
HmN_000758200	EmuJ_000450000
HmN_000758300	EmuJ_000450100
HmN_000758400	EmuJ_000450200
HmN_000758500	EmuJ_000450400
HmN_000758600	EmuJ_000450500
HmN_000758900	EmuJ_000946100
HmN_000759000	EmuJ_000946000
HmN_000759100	EmuJ_000945900
HmN_000759200	EmuJ_000945800
HmN_000759300	EmuJ_000945600
HmN_000759500	EmuJ_000918100
HmN_000759500	EmuJ_001201700
HmN_000759500	EmuJ_000679500
HmN_000759500	EmuJ_001202000
HmN_000759500	EmuJ_002115000
HmN_000759500	EmuJ_000679000
HmN_000759700	EmuJ_000939400
HmN_000759800	EmuJ_000939500
HmN_000760100	EmuJ_000939300
HmN_000760200	EmuJ_000941900
HmN_000760300	EmuJ_000941800
HmN_000760300	EmuJ_000941700
HmN_000760400	EmuJ_000733000
HmN_000760500	EmuJ_000940500
HmN_000760600	EmuJ_000940800
HmN_000760600	EmuJ_000940900
HmN_000760700	EmuJ_000947000
HmN_000760800	EmuJ_000947000
HmN_000760900	EmuJ_000941200
HmN_000761000	EmuJ_000941400
HmN_000761100	EmuJ_000941500
HmN_000761400	EmuJ_000358700
HmN_000761500	EmuJ_000262900
HmN_000761600	EmuJ_000263000
HmN_000761700	EmuJ_000320160
HmN_000761900	EmuJ_000320200
HmN_000762000	EmuJ_000320300
HmN_000762200	EmuJ_000320800
HmN_000762300	EmuJ_000321000
HmN_000762400	EmuJ_000321100
HmN_000762500	EmuJ_000321300
HmN_000762600	EmuJ_000321400
HmN_000762700	EmuJ_000321500
HmN_000762800	EmuJ_000321550
HmN_000762900	EmuJ_000321600
HmN_000763500	EmuJ_000550800
HmN_000763600	EmuJ_000550700
HmN_000764500	EmuJ_000550000
HmN_000764500	EmuJ_000549800
HmN_000764500	EmuJ_002165500
HmN_000764900	EmuJ_000549700
HmN_000765100	EmuJ_000549600
HmN_000765200	EmuJ_000549500
HmN_000765400	EmuJ_001158600
HmN_000765500	EmuJ_000933000
HmN_000765900	EmuJ_000187500
HmN_000766000	EmuJ_000187400
HmN_000766100	EmuJ_000257500
HmN_000766500	EmuJ_000931600
HmN_000766600	EmuJ_000931100
HmN_000766700	EmuJ_000931000
HmN_000766900	EmuJ_000930900
HmN_000767000	EmuJ_000930500
HmN_000767200	EmuJ_000930400
HmN_000767300	EmuJ_000006500
HmN_000767300	EmuJ_000927300
HmN_000767400	EmuJ_000927400
HmN_000767500	EmuJ_000927500
HmN_000767600	EmuJ_000927600
HmN_000767700	EmuJ_000927800
HmN_000767900	EmuJ_000927900
HmN_000768000	EmuJ_000928050
HmN_000768100	EmuJ_000928000
HmN_000768500	EmuJ_000700300
HmN_000768600	EmuJ_000700400
HmN_000768700	EmuJ_001187400
HmN_000768800	EmuJ_000700500
HmN_000768900	EmuJ_000700600
HmN_000769200	EmuJ_000700900
HmN_000769300	EmuJ_000701000
HmN_000769400	EmuJ_000701100
HmN_000769500	EmuJ_000701200
HmN_000769600	EmuJ_000701300
HmN_000769800	EmuJ_000448900
HmN_000770000	EmuJ_000449300
HmN_000770200	EmuJ_000449500
HmN_000770400	EmuJ_000457700
HmN_000770500	EmuJ_000457600
HmN_000770600	EmuJ_001139500
HmN_000771100	EmuJ_001139200
HmN_000771300	EmuJ_001126200
HmN_000771600	EmuJ_001109600
HmN_000771700	EmuJ_001109500
HmN_000771900	EmuJ_001109400
HmN_000771900	EmuJ_001109300
HmN_000771900	EmuJ_001108900
HmN_000771900	EmuJ_001109200
HmN_000772000	EmuJ_001121500
HmN_000772000	EmuJ_001108800
HmN_000772100	EmuJ_001108700
HmN_000772200	EmuJ_001108600
HmN_000772320	EmuJ_001108400
HmN_000772320	EmuJ_001108500
HmN_000772500	EmuJ_000813900
HmN_000772800	EmuJ_000813800
HmN_000772900	EmuJ_000813700
HmN_000773100	EmuJ_000813400
HmN_000773100	EmuJ_000813500
HmN_000773200	EmuJ_000813200
HmN_000773300	EmuJ_000813100
HmN_000773400	EmuJ_000813000
HmN_000773500	EmuJ_000812700
HmN_000773600	EmuJ_000812600
HmN_000773700	EmuJ_000054100
HmN_000773700	EmuJ_000054200
HmN_000774000	EmuJ_001032800
HmN_000774100	EmuJ_001032600
HmN_000774200	EmuJ_001032500
HmN_000774300	EmuJ_000726000
HmN_000774600	EmuJ_000725800
HmN_000774700	EmuJ_000725700
HmN_000774800	EmuJ_000725600
HmN_000775100	EmuJ_000501800
HmN_000775300	EmuJ_000502100
HmN_000775400	EmuJ_000502000
HmN_000775500	EmuJ_000503300
HmN_000775600	EmuJ_001201800
HmN_000775600	EmuJ_000710600
HmN_000775700	EmuJ_000743500
HmN_000775700	EmuJ_000743600
HmN_000776000	EmuJ_000507900
HmN_000776100	EmuJ_000507800
HmN_000776200	EmuJ_000507100
HmN_000776300	EmuJ_000506900
HmN_000776400	EmuJ_000507000
HmN_000776500	EmuJ_000506500
HmN_000776600	EmuJ_000506400
HmN_000776700	EmuJ_000506300
HmN_000776800	EmuJ_000506200
HmN_000777000	EmuJ_000679100
HmN_000777000	EmuJ_000678800
HmN_000777100	EmuJ_000679400
HmN_000777200	EmuJ_000506100
HmN_000777300	EmuJ_000789300
HmN_000777400	EmuJ_000652200
HmN_000777500	EmuJ_000789200
HmN_000777600	EmuJ_000789100
HmN_000777700	EmuJ_000828900
HmN_000777800	EmuJ_000829200
HmN_000777900	EmuJ_000829300
HmN_000778000	EmuJ_000870700
HmN_000778100	EmuJ_000870900
HmN_000778200	EmuJ_000871000
HmN_000778300	EmuJ_000871100
HmN_000778400	EmuJ_000871200
HmN_000778500	EmuJ_000871500
HmN_000778600	EmuJ_000871600
HmN_000778700	EmuJ_000871700
HmN_000778800	EmuJ_000871800
HmN_000778900	EmuJ_000871900
HmN_000779000	EmuJ_000872000
HmN_000779300	EmuJ_000872100
HmN_000779400	EmuJ_000872400
HmN_000779500	EmuJ_000509100
HmN_000779500	EmuJ_000508300
HmN_000779700	EmuJ_000872600
HmN_000779700	EmuJ_000872500
HmN_000779800	EmuJ_000509100
HmN_000779800	EmuJ_000508300
HmN_000780250	EmuJ_000789550
HmN_000780350	EmuJ_000789600
HmN_000780400	EmuJ_000789700
HmN_000780500	EmuJ_000789900
HmN_000780700	EmuJ_000790000
HmN_000780900	EmuJ_000790200
HmN_000781100	EmuJ_000790600
HmN_000781200	EmuJ_000790700
HmN_000781300	EmuJ_000790800
HmN_000781400	EmuJ_000200800
HmN_000781500	EmuJ_000200600
HmN_000781600	EmuJ_000200500
HmN_000781700	EmuJ_000200300
HmN_000781800	EmuJ_000200200
HmN_000781900	EmuJ_000200100
HmN_000782400	EmuJ_000199900
HmN_000782500	EmuJ_000199600
HmN_000782600	EmuJ_000199400
HmN_000782700	EmuJ_000199300
HmN_000782800	EmuJ_000199200
HmN_000783000	EmuJ_000983300
HmN_000783100	EmuJ_000983200
HmN_000783200	EmuJ_000983000
HmN_000783300	EmuJ_000982950
HmN_000783500	EmuJ_000982600
HmN_000783600	EmuJ_000982500
HmN_000783900	EmuJ_000982000
HmN_000784000	EmuJ_000981900
HmN_000784100	EmuJ_000981800
HmN_000784200	EmuJ_000981700
HmN_000784300	EmuJ_000981600
HmN_000784400	EmuJ_000981500
HmN_000784500	EmuJ_000981400
HmN_000784600	EmuJ_000981300
HmN_000784700	EmuJ_000646400
HmN_000784800	EmuJ_000646300
HmN_000784900	EmuJ_000646200
HmN_000785700	EmuJ_000709600
HmN_000785700	EmuJ_000709500
HmN_000786600	EmuJ_000741900
HmN_000786700	EmuJ_000741800
HmN_000786800	EmuJ_000741700
HmN_000786900	EmuJ_000741600
HmN_000787000	EmuJ_000741500
HmN_000787100	EmuJ_000741400
HmN_000787200	EmuJ_000741100
HmN_000787400	EmuJ_000741000
HmN_000787600	EmuJ_000740200
HmN_000787700	EmuJ_000740000
HmN_000787800	EmuJ_000739900
HmN_000787900	EmuJ_000739800
HmN_000788000	EmuJ_001092900
HmN_000788100	EmuJ_001093100
HmN_000788200	EmuJ_001093200
HmN_000788400	EmuJ_001093300
HmN_000788500	EmuJ_001093500
HmN_000788700	EmuJ_001093700
HmN_000788800	EmuJ_000722300
HmN_000788800	EmuJ_000408400
HmN_000788800	EmuJ_000361700
HmN_000788800	EmuJ_000361600
HmN_000788800	EmuJ_000296600
HmN_000788800	EmuJ_001093900
HmN_000788800	EmuJ_001183600
HmN_000788900	EmuJ_001094000
HmN_000789000	EmuJ_001094100
HmN_000789300	EmuJ_001094700
HmN_000789400	EmuJ_001094900
HmN_000789500	EmuJ_001095000
HmN_000789500	EmuJ_001094800
HmN_000789600	EmuJ_001095100
HmN_000789900	EmuJ_000490800
HmN_000790000	EmuJ_000490800
HmN_000790300	EmuJ_000490900
HmN_000790400	EmuJ_000491000
HmN_000790500	EmuJ_000491400
HmN_000790800	EmuJ_000491100
HmN_000791100	EmuJ_001165900
HmN_000791400	EmuJ_000616000
HmN_000791500	EmuJ_000609800
HmN_000791600	EmuJ_000616050
HmN_000791800	EmuJ_000616200
HmN_000791900	EmuJ_000616300
HmN_000792000	EmuJ_000616500
HmN_000792100	EmuJ_000616600
HmN_000792200	EmuJ_000616700
HmN_000792300	EmuJ_000616800
HmN_000792700	EmuJ_000617100
HmN_000792800	EmuJ_000617160
HmN_000792900	EmuJ_000617170
HmN_000793000	EmuJ_000617300
HmN_000793300	EmuJ_000066200
HmN_000793600	EmuJ_000065900
HmN_000793600	EmuJ_000066000
HmN_000793700	EmuJ_000065900
HmN_000793700	EmuJ_000066000
HmN_000793800	EmuJ_000065800
HmN_000794000	EmuJ_000065700
HmN_000794200	EmuJ_000065500
HmN_000794400	EmuJ_000704000
HmN_000794500	EmuJ_000703900
HmN_000794600	EmuJ_000703800
HmN_000794700	EmuJ_000703700
HmN_000794900	EmuJ_000318500
HmN_000795000	EmuJ_000318600
HmN_000795100	EmuJ_000318750
HmN_000795300	EmuJ_000319200
HmN_000795400	EmuJ_000319300
HmN_000795500	EmuJ_000319400
HmN_000795600	EmuJ_000319700
HmN_000795700	EmuJ_000320000
HmN_000795700	EmuJ_000320140
HmN_000795700	EmuJ_000319900
HmN_000796100	EmuJ_000343800
HmN_000796300	EmuJ_000343700
HmN_000796400	EmuJ_000343500
HmN_000796600	EmuJ_000343200
HmN_000797000	EmuJ_000098400
HmN_000797100	EmuJ_000098600
HmN_000797200	EmuJ_000098700
HmN_000797400	EmuJ_000098800
HmN_000797500	EmuJ_000099200
HmN_000797550	EmuJ_000099100
HmN_000797600	EmuJ_000099000
HmN_000797700	EmuJ_000124600
HmN_000797900	EmuJ_000124800
HmN_000798000	EmuJ_000124900
HmN_000798200	EmuJ_000119200
HmN_000798300	EmuJ_000119300
HmN_000798400	EmuJ_000119400
HmN_000798500	EmuJ_000119500
HmN_000798600	EmuJ_000119600
HmN_000798700	EmuJ_000119700
HmN_000798800	EmuJ_000119800
HmN_000798900	EmuJ_000119900
HmN_000799800	EmuJ_000679700
HmN_000799800	EmuJ_000723800
HmN_000799800	EmuJ_000008700
HmN_000799900	EmuJ_000724000
HmN_000800000	EmuJ_000723900
HmN_000800100	EmuJ_000724100
HmN_000800200	EmuJ_000724200
HmN_000800300	EmuJ_000724500
HmN_000800400	EmuJ_000724700
HmN_000800600	EmuJ_000724900
HmN_000800700	EmuJ_000725000
HmN_000800800	EmuJ_001036500
HmN_000800900	EmuJ_001036200
HmN_000801000	EmuJ_001036300
HmN_000801500	EmuJ_000215900
HmN_000801600	EmuJ_000216000
HmN_000801700	EmuJ_000216200
HmN_000801900	EmuJ_000216400
HmN_000802000	EmuJ_000216600
HmN_000802900	EmuJ_000234400
HmN_000803300	EmuJ_000531000
HmN_000803400	EmuJ_000530900
HmN_000803600	EmuJ_000382300
HmN_000803700	EmuJ_000382200
HmN_000804000	EmuJ_000382100
HmN_000804100	EmuJ_000382000
HmN_000804200	EmuJ_000381900
HmN_000804300	EmuJ_000372600
HmN_000804300	EmuJ_000516100
HmN_000804400	EmuJ_001201800
HmN_000804400	EmuJ_000710600
HmN_000805600	EmuJ_001020100
HmN_000805700	EmuJ_001020300
HmN_000805900	EmuJ_001020400
HmN_000806000	EmuJ_001020600
HmN_000806100	EmuJ_001020700
HmN_000806200	EmuJ_001020800
HmN_000806400	EmuJ_001021000
HmN_000806500	EmuJ_001021100
HmN_000806600	EmuJ_001021200
HmN_000806800	EmuJ_001021300
HmN_000807000	EmuJ_000215500
HmN_000807100	EmuJ_000215400
HmN_000807300	EmuJ_000215200
HmN_000807400	EmuJ_000215100
HmN_000807500	EmuJ_000215000
HmN_000807700	EmuJ_000214900
HmN_000807800	EmuJ_000214800
HmN_000807900	EmuJ_000214700
HmN_000808100	EmuJ_000214500
HmN_000808100	EmuJ_000210900
HmN_000808200	EmuJ_000211000
HmN_000808300	EmuJ_000211050
HmN_000808400	EmuJ_000211100
HmN_000808500	EmuJ_000211200
HmN_000808600	EmuJ_000211300
HmN_000808700	EmuJ_000252000
HmN_000808800	EmuJ_000251900
HmN_000808900	EmuJ_000251800
HmN_000809200	EmuJ_000251600
HmN_000809200	EmuJ_000251500
HmN_000809700	EmuJ_000251200
HmN_000809800	EmuJ_000251100
HmN_000810000	EmuJ_000250800
HmN_000810200	EmuJ_000250900
HmN_000810200	EmuJ_000251000
HmN_000810500	EmuJ_000260700
HmN_000810500	EmuJ_000260800
HmN_000810600	EmuJ_000260400
HmN_000811000	EmuJ_000460300
HmN_000811300	EmuJ_000460400
HmN_000811400	EmuJ_000459500
HmN_000811600	EmuJ_000459300
HmN_000811700	EmuJ_000459100
HmN_000811800	EmuJ_000459050
HmN_000811900	EmuJ_000458950
HmN_000812200	EmuJ_000785500
HmN_000812300	EmuJ_000785600
HmN_000812500	EmuJ_000786000
HmN_000812600	EmuJ_000786200
HmN_000812700	EmuJ_000786400
HmN_000812800	EmuJ_000786500
HmN_000813000	EmuJ_000768300
HmN_000813200	EmuJ_000223400
HmN_000813300	EmuJ_000223300
HmN_000813400	EmuJ_000223200
HmN_000813500	EmuJ_000223100
HmN_000813600	EmuJ_000223000
HmN_000813700	EmuJ_000222900
HmN_000813800	EmuJ_000684100
HmN_000813900	EmuJ_000684200
HmN_000814000	EmuJ_000684300
HmN_000814100	EmuJ_000684500
HmN_000814200	EmuJ_000684600
HmN_000814400	EmuJ_000684700
HmN_000814600	EmuJ_000684950
HmN_000814800	EmuJ_000683400
HmN_000814900	EmuJ_000683300
HmN_000815200	EmuJ_000946600
HmN_000815400	EmuJ_000619000
HmN_000815500	EmuJ_000618900
HmN_000816000	EmuJ_000621100
HmN_000816100	EmuJ_000621300
HmN_000816100	EmuJ_000921400
HmN_000816200	EmuJ_000921300
HmN_000816300	EmuJ_000620200
HmN_000816400	EmuJ_000642200
HmN_000816400	EmuJ_000584700
HmN_000816400	EmuJ_000515100
HmN_000816400	EmuJ_000642300
HmN_000816400	EmuJ_000366500
HmN_000816500	EmuJ_000620300
HmN_000816800	EmuJ_000843700
HmN_000816900	EmuJ_000843800
HmN_000817000	EmuJ_000843900
HmN_000817100	EmuJ_000844000
HmN_000817200	EmuJ_000844100
HmN_000817300	EmuJ_000844200
HmN_000817400	EmuJ_000844300
HmN_000817500	EmuJ_000844400
HmN_000817600	EmuJ_000844600
HmN_000817700	EmuJ_000844700
HmN_000817800	EmuJ_000844800
HmN_000817900	EmuJ_000844900
HmN_000818000	EmuJ_000845000
HmN_000818000	EmuJ_002115200
HmN_000818200	EmuJ_000845300
HmN_000818400	EmuJ_000845500
HmN_000818500	EmuJ_000845600
HmN_000818600	EmuJ_000845900
HmN_000818700	EmuJ_000447100
HmN_000818800	EmuJ_000447200
HmN_000818820	EmuJ_000447300
HmN_000818900	EmuJ_000447400
HmN_000819000	EmuJ_000447500
HmN_000819300	EmuJ_000425800
HmN_000819600	EmuJ_000425700
HmN_000819700	EmuJ_000425500
HmN_000819800	EmuJ_000425300
HmN_000819900	EmuJ_000425200
HmN_000820000	EmuJ_000425100
HmN_000820200	EmuJ_000885000
HmN_000820300	EmuJ_000885100
HmN_000820500	EmuJ_000885200
HmN_000821000	EmuJ_000885600
HmN_000821100	EmuJ_000885700
HmN_000821200	EmuJ_000885800
HmN_000821300	EmuJ_000885900
HmN_000821600	EmuJ_000886000
HmN_000821700	EmuJ_000886100
HmN_000821800	EmuJ_000886200
HmN_000821900	EmuJ_000886300
HmN_000822300	EmuJ_000189000
HmN_000822400	EmuJ_000188900
HmN_000824500	EmuJ_000183300
HmN_000824600	EmuJ_001150900
HmN_000824700	EmuJ_001150800
HmN_000824800	EmuJ_001150700
HmN_000825000	EmuJ_001150600
HmN_000825100	EmuJ_001150300
HmN_000825200	EmuJ_000806900
HmN_000825200	EmuJ_000762600
HmN_000825200	EmuJ_000807100
HmN_000825300	EmuJ_001150000
HmN_000825400	EmuJ_001149900
HmN_000825600	EmuJ_001149400
HmN_000826100	EmuJ_000748400
HmN_000826200	EmuJ_000748200
HmN_000826200	EmuJ_000748100
HmN_000826300	EmuJ_000748000
HmN_000826400	EmuJ_000747800
HmN_000826500	EmuJ_000747700
HmN_000826600	EmuJ_000747600
HmN_000826700	EmuJ_000747500
HmN_000826800	EmuJ_000747400
HmN_000826900	EmuJ_000747300
HmN_000827000	EmuJ_000747200
HmN_000827100	EmuJ_000141600
HmN_000827100	EmuJ_000141700
HmN_000827200	EmuJ_000746700
HmN_000827300	EmuJ_000746800
HmN_000827400	EmuJ_000745900
HmN_000827500	EmuJ_000745800
HmN_000827600	EmuJ_000745700
HmN_000827700	EmuJ_001066500
HmN_000827900	EmuJ_001066600
HmN_000828000	EmuJ_001066800
HmN_000828100	EmuJ_001066900
HmN_000828300	EmuJ_001067100
HmN_000828400	EmuJ_001067200
HmN_000828500	EmuJ_001067600
HmN_000828600	EmuJ_001067700
HmN_000828700	EmuJ_001067800
HmN_000828900	EmuJ_001067900
